GHO|Indicator|PUBLISHSTATE|PUBLISH STATES|YEAR|Year|REGION|WHO region|ISO|Country|Value
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|WPR|Western Pacific|MNG|Mongolia|3.499
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|NGA|Nigeria|1.605
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|SEN|Senegal|0.42
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|WPR|Western Pacific|WSM|Samoa|1.851
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|ZWE|Zimbabwe|1.035
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|AMR|Americas|BLZ|Belize|1.959
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|AMR|Americas|CHL|Chile|0.144
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|EUR|Europe|CYP|Cyprus|4.365
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|AMR|Americas|ECU|Ecuador|1.983
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|WPR|Western Pacific|FSM|Micronesia (Federated States of)|3.319
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|EUR|Europe|GEO|Georgia|3.217
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|AFR|Africa|GNB|Guinea-Bissau|0.585
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|EUR|Europe|KGZ|Kyrgyzstan|5.322
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|EUR|Europe|NOR|Norway|31.932
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|EMR|Eastern Mediterranean|PAK|Pakistan|0.557
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|SEAR|South-East Asia|THA|Thailand|1.656
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|AFR|Africa|ZMB|Zambia|0.762
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|EUR|Europe|BEL|Belgium|15.784
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|AMR|Americas|CAN|Canada|9.459
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|WPR|Western Pacific|CHN|China|1.512
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|AMR|Americas|COL|Colombia|0.616
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|AFR|Africa|CPV|Cabo Verde|0.453
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|AFR|Africa|GHA|Ghana|0.926
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|WPR|Western Pacific|KIR|Kiribati|3.706
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|SEAR|South-East Asia|LKA|Sri Lanka|1.641
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|WPR|Western Pacific|MYS|Malaysia|3.276
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|WPR|Western Pacific|SGP|Singapore|6.392
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|AFR|Africa|SLE|Sierra Leone|0.166
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|WPR|Western Pacific|AUS|Australia|10.648
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|AMR|Americas|CAN|Canada|9.288
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|CHE|Switzerland|17.359
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|CZE|Czech Republic|8.43
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|SEAR|South-East Asia|IND|India|1.711
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|LTU|Lithuania|7.17
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|AMR|Americas|MEX|Mexico|2.529
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EMR|Eastern Mediterranean|OMN|Oman|5.003
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2012|2012|EUR|Europe|ARM|Armenia|4.906
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2012|2012|EUR|Europe|AZE|Azerbaijan|6.687
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2012|2012|SEAR|South-East Asia|MMR|Myanmar|1.003
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2012|2012|AFR|Africa|MOZ|Mozambique|0.412
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2012|2012|AMR|Americas|PER|Peru|1.514
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1991|1991|EUR|Europe|FRA|France|5.594
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1992|1992|SEAR|South-East Asia|IDN|Indonesia|0.625
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1992|1992|WPR|Western Pacific|JPN|Japan|6.797
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1993|1993|AMR|Americas|ECU|Ecuador|1.443
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1993|1993|SEAR|South-East Asia|LKA|Sri Lanka|1.059
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1994|1994|AMR|Americas|ECU|Ecuador|1.642
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1995|1995|AMR|Americas|ECU|Ecuador|1.611
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1995|1995|EUR|Europe|TUR|Turkey|1.646
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1996|1996|SEAR|South-East Asia|MDV|Maldives|1.399
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|AMR|Americas|ECU|Ecuador|1.725
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|SEAR|South-East Asia|THA|Thailand|0.954
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|EMR|Eastern Mediterranean|YEM|Yemen|0.407
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|AMR|Americas|BHS|Bahamas|4.47
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|AFR|Africa|BWA|Botswana|2.565
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|EMR|Eastern Mediterranean|JOR|Jordan|2.929
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|WPR|Western Pacific|PLW|Palau|6.278
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|EMR|Eastern Mediterranean|DJI|Djibouti|0.761
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|SEAR|South-East Asia|LKA|Sri Lanka|0.762
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|SEAR|South-East Asia|THA|Thailand|1.128
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|CRI|Costa Rica|0.93
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|GRD|Grenada|4.519
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|GUY|Guyana|2.29
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|WPR|Western Pacific|KHM|Cambodia|0.846
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|WPR|Western Pacific|KOR|Republic of Korea|0.186
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|WPR|Western Pacific|LAO|Lao People's Democratic Republic|1.033
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|MEX|Mexico|0.896
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|WPR|Western Pacific|PNG|Papua New Guinea|0.533
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AFR|Africa|TCD|Chad|0.132
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|EUR|Europe|TUR|Turkey|1.628
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|AMR|Americas|BRB|Barbados|5.896
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|AMR|Americas|DMA|Dominica|5.615
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|AMR|Americas|ECU|Ecuador|1.621
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|AMR|Americas|KNA|Saint Kitts and Nevis|7
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|EMR|Eastern Mediterranean|QAT|Qatar|4.936
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|WPR|Western Pacific|SGP|Singapore|4.238
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|EUR|Europe|SVN|Slovenia|0.329
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|AMR|Americas|VEN|Venezuela (Bolivarian Republic of)|1.131
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|AMR|Americas|COL|Colombia|0.55
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|EUR|Europe|CYP|Cyprus|3.761
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|EMR|Eastern Mediterranean|JOR|Jordan|2.816
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|WPR|Western Pacific|MYS|Malaysia|1.81
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|WPR|Western Pacific|PHL|Philippines|6.12
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|EUR|Europe|POL|Poland|0.57
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|WPR|Western Pacific|TON|Tonga|3.398
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2003|2003|AMR|Americas|COL|Colombia|0.547
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2003|2003|EUR|Europe|ESP|Spain|7.677
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2003|2003|SEAR|South-East Asia|IND|India|1.298
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2003|2003|WPR|Western Pacific|KOR|Republic of Korea|1.747
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2003|2003|AMR|Americas|NIC|Nicaragua|1.072
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|AMR|Americas|CAN|Canada|9.502
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|WPR|Western Pacific|COK|Cook Islands|4.706
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|GHA|Ghana|0.922
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|GMB|Gambia|0.475
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|MRT|Mauritania|0.635
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|MUS|Mauritius|3.734
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|MWI|Malawi|0.589
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|EMR|Eastern Mediterranean|PAK|Pakistan|0.456
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|WPR|Western Pacific|SGP|Singapore|4.479
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2005|2005|AFR|Africa|BWA|Botswana|2.531
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2005|2005|AFR|Africa|CIV|Côte d'Ivoire|0.495
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2005|2005|WPR|Western Pacific|FSM|Micronesia (Federated States of)|2.264
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2005|2005|AFR|Africa|GMB|Gambia|0.483
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2005|2005|WPR|Western Pacific|LAO|Lao People's Democratic Republic|0.966
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2005|2005|AMR|Americas|PAN|Panama|2.065
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2005|2005|WPR|Western Pacific|SGP|Singapore|4.662
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2005|2005|WPR|Western Pacific|VNM|Viet Nam|0.827
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2006|2006|AFR|Africa|BWA|Botswana|2.844
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2006|2006|EUR|Europe|FRA|France|8.004
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2006|2006|EMR|Eastern Mediterranean|JOR|Jordan|3.395
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2006|2006|SEAR|South-East Asia|MMR|Myanmar|0.76
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2006|2006|WPR|Western Pacific|VNM|Viet Nam|0.872
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|EUR|Europe|CYP|Cyprus|4.23
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|AFR|Africa|DZA|Algeria|1.947
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|EMR|Eastern Mediterranean|EGY|Egypt|2.91
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|WPR|Western Pacific|KOR|Republic of Korea|5.074
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|AFR|Africa|NAM|Namibia|2.775
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|WPR|Western Pacific|NZL|New Zealand|10.87
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|EUR|Europe|SWE|Sweden|11.048
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|SEAR|South-East Asia|THA|Thailand|1.549
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|AFR|Africa|ZWE|Zimbabwe|1.122
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|EMR|Eastern Mediterranean|AFG|Afghanistan|0.413
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|AMR|Americas|CAN|Canada|10.374
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|EUR|Europe|CYP|Cyprus|4.299
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|EUR|Europe|DNK|Denmark|15.533
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|GHA|Ghana|0.974
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|KEN|Kenya|0.381
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|WPR|Western Pacific|MHL|Marshall Islands|2.603
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|SEAR|South-East Asia|MMR|Myanmar|0.798
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|WPR|Western Pacific|NRU|Nauru|4.929
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|EMR|Eastern Mediterranean|TUN|Tunisia|3.29
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|ZMB|Zambia|0.742
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|AFR|Africa|CAF|Central African Republic|0.257
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|AMR|Americas|CAN|Canada|10.494
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|EUR|Europe|DNK|Denmark|16.093
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|AMR|Americas|DOM|Dominican Republic|1.35
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|EMR|Eastern Mediterranean|LBY|Libya|6.8
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|EMR|Eastern Mediterranean|OMN|Oman|4.325
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|WPR|Western Pacific|SLB|Solomon Islands|2.053
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|AFR|Africa|ZWE|Zimbabwe|1.251
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|AFR|Africa|BFA|Burkina Faso|0.565
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|AMR|Americas|GUY|Guyana|0.531
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|SEAR|South-East Asia|IDN|Indonesia|1.089
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|EUR|Europe|ISL|Iceland|15.879
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|SEAR|South-East Asia|MMR|Myanmar|0.856
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|EMR|Eastern Mediterranean|OMN|Oman|4.494
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|SEAR|South-East Asia|THA|Thailand|2.077
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|AFR|Africa|ZMB|Zambia|0.784
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|AUT|Austria|7.914
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|ISR|Israel|4.932
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|WPR|Western Pacific|JPN|Japan|11.823
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|LVA|Latvia|4.73
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|MCO|Monaco|17.217
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|AMR|Americas|PAN|Panama|2.402
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2012|2012|EUR|Europe|SMR|San Marino|8.889
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|BLR|Belarus|10.529
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1990|1990|AMR|Americas|KNA|Saint Kitts and Nevis|6.902
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1991|1991|AMR|Americas|COL|Colombia|0.412
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1991|1991|AMR|Americas|ECU|Ecuador|1.661
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1992|1992|AMR|Americas|COL|Colombia|0.422
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1992|1992|AMR|Americas|ECU|Ecuador|1.686
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1993|1993|AMR|Americas|KNA|Saint Kitts and Nevis|6.651
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1993|1993|SEAR|South-East Asia|MDV|Maldives|0.797
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1994|1994|AMR|Americas|COL|Colombia|0.443
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1994|1994|AMR|Americas|KNA|Saint Kitts and Nevis|5.86
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1995|1995|EUR|Europe|ISR|Israel|8.112
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1995|1995|AFR|Africa|ZWE|Zimbabwe|1.485
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1996|1996|WPR|Western Pacific|AUS|Australia|10.345
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1996|1996|AMR|Americas|KNA|Saint Kitts and Nevis|5.773
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1996|1996|WPR|Western Pacific|NIU|Niue|6.5
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|AMR|Americas|DMA|Dominica|4.171
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|EUR|Europe|GBR|United Kingdom of Great Britain and Northern Ireland|12.208
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|AMR|Americas|GRD|Grenada|3.695
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|EMR|Eastern Mediterranean|SOM|Somalia|0.191
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|AMR|Americas|ARG|Argentina|0.802
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|AMR|Americas|HTI|Haiti|0.107
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|EMR|Eastern Mediterranean|PAK|Pakistan|0.407
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|AMR|Americas|ECU|Ecuador|1.683
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|WPR|Western Pacific|FJI|Fiji|1.958
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|EUR|Europe|FRA|France|6.453
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|AMR|Americas|PER|Peru|0.67
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|AFR|Africa|TCD|Chad|0.063
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|EUR|Europe|TUR|Turkey|1.659
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|WPR|Western Pacific|WSM|Samoa|2.041
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|ECU|Ecuador|1.657
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|HND|Honduras|1.321
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|SEAR|South-East Asia|LKA|Sri Lanka|1.204
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|PAN|Panama|2.765
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|WPR|Western Pacific|PHL|Philippines|2.134
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|EMR|Eastern Mediterranean|SYR|Syrian Arab Republic|1.937
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|SEAR|South-East Asia|THA|Thailand|2.831
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|WPR|Western Pacific|AUS|Australia|9.706
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|EUR|Europe|BEL|Belgium|0.643
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|AMR|Americas|BOL|Bolivia (Plurinational State of)|2.133
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|AFR|Africa|BWA|Botswana|2.282
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|EUR|Europe|ESP|Spain|0.154
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|EUR|Europe|FRA|France|6.921
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|EMR|Eastern Mediterranean|JOR|Jordan|3.07
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|EMR|Eastern Mediterranean|KWT|Kuwait|3.909
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|EMR|Eastern Mediterranean|PAK|Pakistan|0.429
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|AMR|Americas|PAN|Panama|1.892
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|EUR|Europe|TUR|Turkey|1.649
HRH_33|Nursing and midwifery personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|AMR|Americas|VCT|Saint Vincent and the Grenadines|4.034
